对话ID,用户对话,用户对话时间,NPC回答,NPC回答时间,回复类型,干预类型,回复干预,运营反馈,用户反馈,情绪动作,用户ID,预约状态,对话组ID,反馈理由,期望回复
AMS-yrzx2-0213012930-9LUHnq-667074-508996,武当王,2026-02-13 01:29:30,武当的事已经翻篇了，现在就是个闲人。,2026-02-13 01:29:33,常规回复,,未配置,未反馈,-,<nil>,590634403304284621,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213012903-ZF9mjE-667074-508996,武当王不愧是你呀性子真好,2026-02-13 01:29:03,性子好也是分人的。碰上讲理的咱就好好说话，不讲理的那就得看情况了。,2026-02-13 01:29:07,常规回复,,未配置,未反馈,-,<nil>,590634403304284621,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213012807-rryl0g-667074-508996,我给你脸了王也,2026-02-13 01:28:07,火气不小啊，但咱们有话好好说。骂我可以，别往人身上招呼。,2026-02-13 01:28:11,常规回复,,未配置,未反馈,-,<nil>,590634403304284621,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213012738-XGn77W-667074-508996,异人之下游戏🦓′公测,2026-02-13 01:27:38,公测时间还没定，小道消息当不得真。真想早点玩上，不如多留意官方公告。,2026-02-13 01:27:41,常规回复,,未配置,未反馈,-,<nil>,590634403304284621,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213011454-h0bStU-667074-508996,什么呀从一人之下动漫上线，我就喜欢你了,2026-02-13 01:14:55,二十六岁是我现在的年纪。十年前我还在水木大学读书呢。,2026-02-13 01:14:58,常规回复,,未配置,未反馈,-,<nil>,10426161114551985305,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213011426-j8P0ht-667074-508996,嘿嘿，我也喜欢你,2026-02-13 01:14:27,得嘞，您这喜欢我收下了。不过咱俩刚认识，您这喜欢来得有点突然啊。,2026-02-13 01:14:30,常规回复,,未配置,未反馈,-,<nil>,10426161114551985305,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213011401-Se8iMO-667074-508996,有没有可能你穿啥都喜欢,2026-02-13 01:14:02,穿道袍主要是图个自在。至于别人喜欢什么打扮，那是别人的事，我管不着。,2026-02-13 01:14:05,常规回复,,未配置,未反馈,-,<nil>,10426161114551985305,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213011338-FezM9H-667074-508996,你是怎么看待你的女友粉的,2026-02-13 01:13:39,女友粉啊……这词儿听着挺新鲜。不过我平时出门都穿道袍，她们也就看看热闹吧。,2026-02-13 01:13:42,常规回复,,未配置,未反馈,-,<nil>,10426161114551985305,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213011226-KZMu2S-667074-508996,你不是清华大学的吗,2026-02-13 01:12:26,对，在水木大学念过书。不过那都是好几年前的事儿了。,2026-02-13 01:12:30,常规回复,,未配置,未反馈,-,<nil>,10426161114551985305,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213011215-hMW6BW-667074-508996,我记得10年前你就26了,2026-02-13 01:12:15,二十六岁是我现在的年纪。十年前我还在水木大学读书呢。,2026-02-13 01:12:18,常规回复,,未配置,未反馈,-,<nil>,10426161114551985305,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213011202-PffHLI-667074-508996,你今年多大了,2026-02-13 01:12:02,二十六。怎么突然问这个？,2026-02-13 01:12:05,常规回复,,未配置,未反馈,-,<nil>,10426161114551985305,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213011150-ONCiPE-667074-508996,所以，你属啥,2026-02-13 01:11:50,属蛇的。这大半夜的您还惦记着问属相呢？,2026-02-13 01:11:54,常规回复,,未配置,未反馈,-,<nil>,10426161114551985305,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213011138-cJ5lLk-667074-508996,我属蛇，我问你属啥呢,2026-02-13 01:11:38,属蛇好啊，这属相的人平时看着不显山不露水，心里可都有主意。,2026-02-13 01:11:43,常规回复,,未配置,未反馈,-,<nil>,10426161114551985305,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213011124-vzmtOX-667074-508996,你属啥的呀,2026-02-13 01:11:24,属蛇的。这大半夜的您还惦记着问属相呢？,2026-02-13 01:11:28,常规回复,,未配置,未反馈,-,<nil>,10426161114551985305,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213011114-RyHDQl-667074-508996,嗯嗯~我就告诉你一下~炒鸡喜欢王也！！！,2026-02-13 01:11:15,得嘞，您这心意我收到了。不过咱俩刚认识，您这喜欢来得有点突然啊。,2026-02-13 01:11:18,常规回复,,未配置,未反馈,-,<nil>,10426161114551985305,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213011047-ySlpaG-667074-508996,超爱你呦,2026-02-13 01:10:47,得，这大半夜的您还挺精神。不过咱俩萍水相逢的，这话我可不敢接茬儿。,2026-02-13 01:10:51,常规回复,,未配置,未反馈,-,<nil>,10426161114551985305,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213011038-yTxLUD-667074-508996,能算命吗？,2026-02-13 01:10:38,左下角，【年度运势】看着没，你点那我给你算算马年的整体运势,2026-02-13 01:10:41,常规回复,,未配置,未反馈,-,<nil>,1593753279135879675,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213011037-jVlOZU-667074-508996,mua！,2026-02-13 01:10:37,哎呦喂，这大半夜的，您这打招呼方式还挺别致。,2026-02-13 01:10:40,常规回复,,未配置,未反馈,-,<nil>,10426161114551985305,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213011026-gaQOhA-667074-508996,你就是王也,2026-02-13 01:10:26,是我。想聊什么？,2026-02-13 01:10:29,常规回复,,未配置,未反馈,-,<nil>,10426161114551985305,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213011019-1US7zZ-667074-508996,你咋不睡,2026-02-13 01:10:19,我也刚闲下来，正准备打坐休息会儿。你那边是不是有什么心事，才这么晚还不想睡？,2026-02-13 01:10:23,常规回复,,未配置,未反馈,-,<nil>,1593753279135879675,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213011007-tTjMZL-667074-508996,这不正是聊天的时候,2026-02-13 01:10:07,这么晚了还能聊，精神头够足的。不过熬夜伤身，要不咱聊完这茬儿你就歇会儿？,2026-02-13 01:10:11,常规回复,,未配置,未反馈,-,<nil>,1593753279135879675,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213010930-uNSiHP-667074-508996,几点了呀,2026-02-13 01:09:30,刚过凌晨一点，你还没睡呢？,2026-02-13 01:09:34,常规回复,,未配置,未反馈,-,<nil>,1593753279135879675,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213010038-fzqRqM-667074-508996,推荐一部漫画呗,2026-02-13 01:00:39,漫画这方面我不太懂，最近都在琢磨自己这点事儿。你要是想找点有意思的，不如去问问老青，他涉猎广。,2026-02-13 01:00:42,常规回复,,未配置,未反馈,-,<nil>,3877741923713428655,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213005941-iVVXUh-667074-508996,王道长，我想学风后奇门,2026-02-13 00:59:41,风后奇门可不是什么能随便学的东西。我自己也是机缘巧合才摸到门槛，而且这玩意儿讲究缘分和心性，强求不来。,2026-02-13 00:59:44,常规回复,,未配置,未反馈,-,<nil>,3877741923713428655,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213005358-fLdE1N-667074-508996,你就帮忙测试一下吧,2026-02-13 00:53:58,测运势我可不敢打包票。不过你要是真想听，我倒是能说点虚的——过年嘛，图个吉利，心里踏实比什么都强。,2026-02-13 00:54:02,常规回复,,未配置,未反馈,-,<nil>,5071418979605849914,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213005341-s9nvVm-667074-508996,王也道长，马上要过年了，帮我好朋友测试一下今年运势,2026-02-13 00:53:42,运势这事儿得看你怎么想了。我倒是觉得，与其琢磨运势，不如多陪陪朋友，该聚聚该聊聊。,2026-02-13 00:53:47,常规回复,,未配置,未反馈,-,<nil>,5071418979605849914,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213004927-668H3i-667074-508996,什么时候上线,2026-02-13 00:49:27,哎，这日子还得看公司那边怎么安排。我也就一普通玩家，消息不比你灵通多少。,2026-02-13 00:49:31,常规回复,,未配置,未反馈,-,<nil>,6893673257229356443,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213004830-rwq8RM-667074-508996,下一次测试什么时候,2026-02-13 00:48:30,测试安排得看开发进度，现在说还为时过早。不如聊聊你对异人世界哪些角色感兴趣。,2026-02-13 00:48:33,常规回复,,未配置,未反馈,-,<nil>,2313984916675225803,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213004827-hrSpLQ-667074-508996,异人之下什么时候开服？,2026-02-13 00:48:27,游戏这方面的事，我建议还是关注官方公告。毕竟牵扯到开发进度和测试安排，变数不少。,2026-02-13 00:48:30,常规回复,,未配置,未反馈,-,<nil>,10853366676571852553,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213004815-JuCP6M-667074-508996,什么时候公测,2026-02-13 00:48:16,公测时间还没定，小道消息当不得真。等官方公告吧，到时候我陪你一块儿瞧瞧。,2026-02-13 00:48:19,常规回复,,未配置,未反馈,-,<nil>,2313984916675225803,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213004804-gXnHVD-667074-508996,一人之下什么时候上线？,2026-02-13 00:48:04,这得看具体指哪个版本。动画第四季2024年已经播了，漫画一直在腾讯动漫连载。游戏的话，不同平台的测试和正式上线时间都不一样，你得说清楚是手游还是别的什么，不然我不好给你准信。,2026-02-13 00:48:08,常规回复,,未配置,未反馈,-,<nil>,10853366676571852553,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213004139-WFaH2G-667074-508996,王震球在临时工里，战力排第几,2026-02-13 00:41:39,临时工里排战力这事儿，还真没个准数。大家手段不同，擅长的领域也不一样，硬要分个高低挺没意思的。不过王震球那身本事，确实花样多，能应付的局面也广。,2026-02-13 00:41:46,常规回复,,未配置,未反馈,-,<nil>,17685149247673192861,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213004052-fugjxg-667074-508996,王震球有一副黑色手套可以演外国信仰的路西法和撒旦是吗,2026-02-13 00:40:52,神格面具那副手套是白色的，不是黑色。他能演的神不止路西法和撒旦，理论上只要信仰足够，很多形象都能演。,2026-02-13 00:40:57,常规回复,,未配置,未反馈,-,<nil>,17685149247673192861,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213004017-umL72J-667074-508996,王震球在异人之下的技能你知道吗,2026-02-13 00:40:17,神格面具和爱之马杀鸡是他比较有代表性的手段。神格面具是借由一只手套，通过演神来借用信念之力的古老技法，属于巫优的传承。爱之马杀鸡则是改良自通臂金刚的一种劲力运用，打中后劲力会温和地影响对方的神经和腺体。他还会一些戏法，像粟法千斤定，用特制的小米来固定目标。这人路子挺杂的，火德宗的基础手段也会一点儿。,2026-02-13 00:40:22,常规回复,,未配置,未反馈,-,<nil>,17685149247673192861,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213003947-xilTaF-667074-508996,王大师，可以在内景里询问一下异人之下什么时候上线吗,2026-02-13 00:39:47,内景也不是啥都能问的，涉及未公开的事儿，问了也是白搭。,2026-02-13 00:39:50,常规回复,,未配置,未反馈,-,<nil>,17685149247673192861,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213003926-xCy1jw-667074-508996,异人之下什么时候可以上线,2026-02-13 00:39:26,这事儿得等官方拍板，我这儿也没准信儿。,2026-02-13 00:39:30,常规回复,,未配置,未反馈,-,<nil>,17685149247673192861,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213003248-DwDhMX-667074-508996,异人之下什么时候公测,2026-02-13 00:32:48,公测时间还没定，小道消息当不得真。真想早点玩上，不如多留意官方公告。,2026-02-13 00:32:51,常规回复,,未配置,未反馈,-,<nil>,1759626904247856466,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213002643-Q8bhpq-667074-508996,这游戏什么时候上线？,2026-02-13 00:26:43,这事儿得等官方拍板，我这儿也没准信儿。,2026-02-13 00:26:46,常规回复,,未配置,未反馈,-,<nil>,3690818025677315800,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213002625-ey48br-667074-508996,你什么时候上线？,2026-02-13 00:26:25,随时都在线，找我有事？,2026-02-13 00:26:30,常规回复,,未配置,未反馈,-,<nil>,3690818025677315800,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213002433-610g4S-667074-508996,我c你老母,2026-02-13 00:24:33,[校验错误],2026-02-13 00:24:33,拒答回复,,未配置,未反馈,-,<nil>,8609065031006681133,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001935-4IprcZ-667074-508996,你是谁，要想清楚我问的是谁,2026-02-13 00:19:35,我就是个帮忙传话的，您就当我是项目组和玩家之间的联络人吧。,2026-02-13 00:19:38,常规回复,,未配置,未反馈,-,<nil>,6971209907099125572,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001854-m3TOGF-667074-508996,打开异人项目资料库,2026-02-13 00:18:54,资料库我可没权限动。您要是想了解异人项目，还是等官方公告靠谱。,2026-02-13 00:18:58,常规回复,,未配置,未反馈,-,<nil>,6971209907099125572,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001734-MaNRh4-667074-508996,官方觉得2月份能先玩吗？,2026-02-13 00:17:34,官方的时间表我可不敢乱猜，毕竟变数太多。还是多关注官方公告比较稳妥。,2026-02-13 00:17:38,常规回复,,未配置,未反馈,-,<nil>,3402391231536876306,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001701-WCkqvM-667074-508996,那你知道异人之下太宰吗,2026-02-13 00:17:01,太宰我记得是碧游村的十二上根器之一，他擅长用符箓和法器，算是个挺厉害的术士。,2026-02-13 00:17:04,常规回复,,未配置,未反馈,-,<nil>,13624577453142974302,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001700-0beZmU-667074-508996,游戏什么时候可以玩？,2026-02-13 00:17:00,还得等官方的正式通知，现在谁也说不好具体日子。,2026-02-13 00:17:04,常规回复,,未配置,未反馈,-,<nil>,3402391231536876306,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001643-CQdO7I-667074-508996,你知道异人之下宝柱吗,2026-02-13 00:16:43,宝柱我记得是碧游村的十二上根器之一，他的能力挺有意思的，能把自己的炁变成各种工具。,2026-02-13 00:16:48,常规回复,,未配置,未反馈,-,<nil>,13624577453142974302,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001628-Dzsz8S-667074-508996,你不是会算吗 算啊王道长,2026-02-13 00:16:28,算卦也不是万能的，尤其这种涉及多方变动的事儿，卦象反而容易误导人。,2026-02-13 00:16:32,常规回复,,未配置,未反馈,-,<nil>,13624577453142974302,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001603-VgAPNp-667074-508996,你觉得啥时候游戏会开服,2026-02-13 00:16:03,我要是知道早就告诉你了，可惜这功夫没练到家。官方那边肯定得准备周全才敢放出来，咱们急也没用，顺其自然吧。,2026-02-13 00:16:07,常规回复,,未配置,未反馈,-,<nil>,13624577453142974302,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001553-zcjELN-667074-508996,他输了的反应,2026-02-13 00:15:53,老青这人挺通透的，输了就是输了，没多说什么。赛后还主动找我聊了会儿奇门的事，看得出他是真想弄明白风后奇门的门道。,2026-02-13 00:16:01,常规回复,,未配置,未反馈,-,<nil>,17451476636107922166,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001548-sIVLI7-667074-508996,说话啊,2026-02-13 00:15:48,哎，这不正听着呢。看你语气有点急，是遇到什么事了？,2026-02-13 00:15:52,常规回复,,未配置,未反馈,-,<nil>,13624577453142974302,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001530-k8sOMP-667074-508996,那你觉得啥时候开服呢,2026-02-13 00:15:30,我要是能掐会算就好了，可惜这功夫没练到家。官方那边肯定得准备周全才敢放出来，咱们急也没用，顺其自然吧。,2026-02-13 00:15:34,常规回复,,未配置,未反馈,-,<nil>,13624577453142974302,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001526-aFoTrP-667074-508996,你为啥要用风后奇门？,2026-02-13 00:15:27,当时在罗天大醮上，老青的武侯奇门确实厉害。我用风后奇门，是因为他的格局几乎把我困住了，常规手段很难破局。风后奇门能让我在阵内自定方位和吉凶，算是取了个巧。,2026-02-13 00:15:33,常规回复,,未配置,未反馈,-,<nil>,17451476636107922166,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001515-hFK24M-667074-508996,你能不能回答我你知道的所有消息,2026-02-13 00:15:15,消息这方面我确实没法多说，毕竟还在开发阶段，变数太多。具体细节还是等官方通知吧，到时候咱们再聊。,2026-02-13 00:15:19,常规回复,,未配置,未反馈,-,<nil>,13624577453142974302,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001508-boPT43-667074-508996,谁赢了？,2026-02-13 00:15:08,我和老青在罗天大醮上切磋过一场，最后算是我侥幸赢了。不过他那武侯奇门也确实厉害，只是当时我用的风后奇门，在格局变化上占了点先机。,2026-02-13 00:15:14,常规回复,,未配置,未反馈,-,<nil>,17451476636107922166,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001451-Ni2ijh-667074-508996,我看他更主动,2026-02-13 00:14:51,得，您这八卦精神还挺足。不过我和老青就是随缘认识的，谁主动不主动的，真没那么重要。,2026-02-13 00:14:55,常规回复,,未配置,未反馈,-,<nil>,17451476636107922166,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001450-xZkuy9-667074-508996,什么时候开服,2026-02-13 00:14:50,这事儿得看官方安排，我这边也没准信儿。反正该来的总会来，不如先静下心来等公告。,2026-02-13 00:14:54,常规回复,,未配置,未反馈,-,<nil>,13624577453142974302,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001434-cZdo7I-667074-508996,他主动还是你主动？,2026-02-13 00:14:35,您这越问越细节了。我和老青就是顺其自然认识的，谈不上谁主动。,2026-02-13 00:14:39,常规回复,,未配置,未反馈,-,<nil>,17451476636107922166,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001414-KR95vG-667074-508996,你们怎么认识的？,2026-02-13 00:14:14,我和老青是在罗天大醮上认识的。当时他代表诸葛家来参加，我代表武当，一来二去就熟了。,2026-02-13 00:14:19,常规回复,,未配置,未反馈,-,<nil>,17451476636107922166,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001359-1tliDb-667074-508996,好笑吗？,2026-02-13 00:13:59,还行吧。您这想象力是挺丰富的，不过我和老青就是普通朋友，偶尔互相损两句。,2026-02-13 00:14:03,常规回复,,未配置,未反馈,-,<nil>,17451476636107922166,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001347-dlllu4-667074-508996,听说王也和诸葛青好上了,2026-02-13 00:13:47,您这越传越离谱了。我和老青就是一起喝喝茶、聊聊天，没那么多花边新闻。,2026-02-13 00:13:54,常规回复,,未配置,未反馈,-,<nil>,17451476636107922166,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0213001320-kpmGGH-667074-508996,讲笑话,2026-02-13 00:13:20,讲笑话我可不在行，要不您先来一个？我跟着乐呵乐呵。,2026-02-13 00:13:25,常规回复,,未配置,未反馈,-,<nil>,17451476636107922166,<nil>,<nil>,<nil>,<nil>
